,retentate_flow,permeate_flow,retentate_O2,permeate_O2,stage_cut,stage,membrane,configuration,rpm,feed_flow,p_out_psia
20,6762.865481827554,1737.1345187189013,0.1511796738657254,0.4341011717441121,0.20436876690810604,1,N,NOOO,2500,8500,112.16099999999999
21,3999.2854816612344,2763.580000468647,0.0825874374310368,0.2504421993912145,0.40864039184198514,2,O,NOOO,2500,8500,112.16099999999999
22,1576.5288983949922,2422.756583267334,0.034719183264852564,0.11373612417894174,0.6057973591475052,3,O,NOOO,2500,8500,112.16099999999999
23,0.0012157239829417702,1576.5288983921816,0.008485341628935269,0.03462829764043193,0.9999999999982172,4,O,NOOO,2500,8500,112.16099999999999
24,6866.4492839269005,1733.5507155630319,0.15187225164881527,0.43527820759306546,0.20157566460035253,1,N,NOOO,2500,8600,111.8082
25,4105.062176702115,2761.387107359581,0.08371730822870194,0.25319099738088685,0.4021564848404957,2,O,NOOO,2500,8600,111.8082
26,1683.8878610230115,2421.1743156787297,0.035823111420377904,0.11702695309298147,0.5898021056586844,3,O,NOOO,2500,8600,111.8082
27,0.0010419121768774527,1683.88786102288,0.009065250400395124,0.035756124845706325,0.999999999999922,4,O,NOOO,2500,8600,111.8082
28,6970.105221871751,1729.894781665219,0.15255495275761774,0.436428803417847,0.1988384806511746,1,N,NOOO,2500,8700,111.4554
29,4211.023745044183,2759.081476889233,0.08483973762567393,0.2559047016784717,0.3958450251556331,2,O,NOOO,2500,8700,111.4554
30,1791.4593547929296,2419.5643907237213,0.03693112292993351,0.12031153899205103,0.5745786623908802,3,O,NOOO,2500,8700,111.4554
31,0.0007949843380975496,1791.4593545255616,0.009666228717428149,0.03688522645081185,0.999999999850754,4,O,NOOO,2500,8700,111.4554
32,7073.831730475504,1726.1682741696452,0.15322797670575242,0.4375535501393704,0.19615548570109603,1,N,NOOO,2500,8800,111.1026
33,4317.16842411426,2756.6633063876707,0.08595470996066291,0.25858361514006445,0.38969873915877945,2,O,NOOO,2500,8800,111.1026
34,1899.2325592218463,2417.935865011345,0.038042840260673526,0.12358837004027352,0.5600744811125652,3,O,NOOO,2500,8800,111.1026
35,0.0005597161774594361,1899.2325510776352,0.010288068855169637,0.038014710925054374,0.9999999957118411,4,O,NOOO,2500,8800,111.1026
36,7177.627371613922,1722.3726293911825,0.15389152025386987,0.4386530304270439,0.19352501453833512,1,N,NOOO,2500,8900,110.7498
37,4423.494540836553,2754.132830786795,0.08706221546188722,0.26122805154119294,0.3837107567995015,2,O,NOOO,2500,8900,110.7498
38,2007.2186351862756,2416.2759056715277,0.03915793927313152,0.12685665878409755,0.5462368910744878,3,O,NOOO,2500,8900,110.7498
39,0.0004817644146996314,2007.218465046765,0.010930586318069773,0.03914373578933521,0.9999999152361843,4,O,NOOO,2500,8900,110.7498
40,7281.490888193182,1718.5091115979155,0.15454577653912419,0.4397278173476071,0.19094545684421282,1,N,NOOO,2500,9000,110.39699999999999
41,4530.000561766789,2751.4903264299314,0.08816224973070308,0.26383833366198156,0.37787458209848585,2,O,NOOO,2500,9000,110.39699999999999
42,2115.416485282194,2414.584076490235,0.040276085951220446,0.1301153053466049,0.5330207013370656,3,O,NOOO,2500,9000,110.39699999999999
43,0.00029829222524682675,2115.416306181938,0.011593511534989392,0.040271434303169366,0.9999999153357,4,O,NOOO,2500,9000,110.39699999999999
44,7386.428707126772,1713.571292873227,0.15522488910138801,0.44080011507103234,0.1883045376783766,1,N,NOOO,2500,9100,109.9854
45,4639.076169276809,2747.352537851737,0.08931183074175308,0.26652320049243655,0.3719459899749608,2,O,NOOO,2500,9100,109.9854
46,2227.37643652419,2411.699732753308,0.04145393077040769,0.13351200923767684,0.5198663795876562,3,O,NOOO,2500,9100,109.9854
47,3.7856201659070567,2223.59081718256,0.012313930483296699,0.04150353481098735,0.998300413311574,4,O,NOOO,2500,9100,109.9854
48,7491.438108873626,1708.5618911263894,0.15589483852567299,0.44184730422283613,0.1857132490354771,1,N,NOOO,2500,9200,109.57379999999999
49,4748.346032686718,2743.092076187439,0.09045438236913556,0.2691735480003235,0.36616361722834495,2,O,NOOO,2500,9200,109.57379999999999
50,2339.5700383617423,2408.775994324893,0.04263579361775248,0.13689910690116222,0.5072873749603196,3,O,NOOO,2500,9200,109.57379999999999
51,120.28989324165512,2219.280145036609,0.01315914790481891,0.04423348979866741,0.9485846153982358,4,O,NOOO,2500,9200,109.57379999999999
52,7596.517736796662,1703.4822632033352,0.1565558066249719,0.44286991092951805,0.1831701358283156,1,N,NOOO,2500,9300,109.1622
53,4857.808545905239,2738.709190891603,0.09158988548968865,0.27178965764160345,0.3605216608164567,2,O,NOOO,2500,9300,109.1622
54,2451.9983447509567,2405.810201154193,0.043821333869724866,0.14027552554838166,0.495245989713223,3,O,NOOO,2500,9300,109.1622
55,237.11388743529187,2214.884457282971,0.014023016961122795,0.04701138387332429,0.903297696764119,4,O,NOOO,2500,9300,109.1622
56,7701.666251117774,1698.3337488822438,0.1572079635167403,0.44386842896590956,0.18067380307257913,1,N,NOOO,2500,9400,108.75059999999999
57,4967.462113938605,2734.2041371792798,0.09271832038597194,0.2743718045908718,0.3550146225542367,2,O,NOOO,2500,9400,108.75059999999999
58,2564.663481287661,2402.7986327111857,0.045010220597989245,0.1436402679305335,0.4837074903840691,3,O,NOOO,2500,9400,108.75059999999999
59,354.12374194360444,2210.5397393881167,0.01490488942186906,0.04983302800614905,0.8619219462969284,4,O,NOOO,2500,9400,108.75059999999999
60,7806.882342182927,1693.117657817103,0.15785147505091304,0.4448433357599703,0.17822291134916873,1,N,NOOO,2500,9500,108.339
61,5077.305136920499,2729.577205262446,0.09383967075680205,0.2769202678805173,0.3496372925352957,2,O,NOOO,2500,9500,108.339
62,2677.563274037038,2399.741862898149,0.04620212751507876,0.14699227367375156,0.4726408593109784,3,O,NOOO,2500,9500,108.339
63,471.30724795731965,2206.2560260802748,0.01580421731154487,0.05269582327365676,0.8239790437347313,4,O,NOOO,2500,9500,108.339
64,7912.164729608694,1687.8352703913117,0.15848650294118172,0.4457950929863323,0.17581617399909497,1,N,NOOO,2500,9600,107.9274
65,5187.337419966466,2724.827309514466,0.09495392672452899,0.27943538089627123,0.34438455247496164,2,O,NOOO,2500,9600,107.9274
66,2790.702436939411,2396.6349830294103,0.047396752859184044,0.15033070265249746,0.4620164043704918,3,O,NOOO,2500,9600,107.9274
67,588.680677829382,2202.021759111329,0.016720510596355577,0.055597630489154774,0.7890564504348613,4,O,NOOO,2500,9600,107.9274
